cliente,poupanca,cdb,renda,segmentacao,seguro
742393054,"557,00","38,00","63799,00",40,1
890463709,"71,00","8101,00","60702,00",40,1
724036552,"427,00","9405,00","31279,00",40,0
785579739,"313,00","8225,00","76240,00",40,1
820782054,"232,00","7149,00","85294,00",45,1
813518383,"1496,00","2911,00","46677,00",45,0
899396704,"793,00","8085,00","62743,00",48,1
895466036,"1079,00","8374,00","79659,00",40,1
869408275,"1363,00","7311,00","22722,00",40,1
796909775,"602,00","7825,00","54661,00",38,0
843345864,"696,00","2859,00","84494,00",40,1
845190107,"1294,00","7672,00","87742,00",45,0
812857549,"1028,00","4306,00","88685,00",40,0
778039150,"1419,00","1695,00","86427,00",40,1
869748735,"834,00","9821,00","11457,00",45,1
824369624,"954,00","4688,00","27821,00",45,1
744186147,"842,00","9551,00","10880,00",30,0
750435036,"525,00","8242,00","99151,00",40,1
725916958,"1483,00","9970,00","60214,00",10,1
859883868,"1168,00","7574,00","83331,00",25,1
881679701,"1185,00","311,00","53368,00",40,1
863813021,"1471,00","1566,00","18797,00",40,0
889479695,"353,00","9599,00","7368,00",40,1
713446443,"865,00","9296,00","92892,00",38,1
837636272,"290,00","7263,00","12551,00",40,0
868406074,"372,00","7683,00","29374,00",30,1
746177829,"1324,00","5880,00","37636,00",30,1
840712298,"266,00","2463,00","42434,00",40,1
876083898,"1079,00","5260,00","74141,00",50,0
869782418,"970,00","1332,00","11471,00",49,1
816996167,"412,00","9573,00","27530,00",40,1
836046259,"268,00","5063,00","31392,00",24,1
858413406,"373,00","5492,00","94238,00",37,0
777750802,"1311,00","2741,00","98561,00",8,0
728243194,"577,00","8806,00","29571,00",40,1
832588066,"116,00","7726,00","50518,00",33,0
854227455,"1457,00","9460,00","37623,00",50,1
756585887,"1268,00","4736,00","31202,00",40,0
899633337,"1417,00","2766,00","51469,00",40,1
779006771,"313,00","7743,00","39546,00",40,0
729277193,"269,00","5195,00","29159,00",25,1
813689119,"593,00","6600,00","37816,00",40,0
763122008,"1068,00","1756,00","14681,00",45,1
772345088,"470,00","5015,00","42927,00",40,1
813178131,"654,00","3960,00","90087,00",41,1
799933537,"1000,00","7436,00","25809,00",40,1
719188932,"311,00","604,00","7208,00",40,1
890612177,"645,00","327,00","85947,00",40,0
796667255,"1139,00","1309,00","14764,00",40,1
737323431,"726,00","8434,00","13751,00",40,1
787460660,"824,00","5654,00","36384,00",20,1
839291107,"1256,00","6941,00","31979,00",40,1
711483589,"988,00","9846,00","40209,00",40,1
738232962,"1285,00","396,00","78905,00",65,1
815008451,"410,00","1716,00","98838,00",40,0
802685052,"1487,00","2311,00","14157,00",44,1
805524854,"603,00","2255,00","25504,00",70,0
835370294,"1032,00","172,00","19732,00",40,1
768353014,"493,00","4222,00","6594,00",15,1
774034165,"1311,00","7967,00","66608,00",43,1
741753074,"757,00","2268,00","95869,00",12,0
802746911,"126,00","7216,00","30062,00",35,0
854152887,"11,00","3612,00","25672,00",20,0
727592742,"68,00","2061,00","56393,00",15,0
821392379,"1065,00","8112,00","21864,00",40,0
715314401,"245,00","9402,00","55339,00",40,1
788748637,"1136,00","3472,00","16252,00",25,1
891364275,"1027,00","905,00","52564,00",42,1
860282527,"836,00","7682,00","37847,00",40,0
768563912,"393,00","5436,00","71898,00",40,1
868180230,"732,00","1328,00","91816,00",38,1
880949617,"611,00","2932,00","93197,00",40,1
731821933,"1416,00","7176,00","30400,00",60,1
759266210,"419,00","9717,00","52369,00",17,0
777990394,"311,00","1157,00","78316,00",34,0
762971501,"20,00","949,00","59971,00",20,1
830754442,"58,00","5285,00","37071,00",40,0
814663195,"982,00","4371,00","59275,00",30,1
726071982,"962,00","9649,00","8690,00",43,0
830796288,"905,00","6305,00","7746,00",60,0
809124230,"171,00","3130,00","83274,00",72,1
849804408,"1290,00","2286,00","49487,00",40,0
882012708,"1142,00","4045,00","57650,00",40,0
795781711,"673,00","1634,00","58741,00",40,1
889043652,"160,00","6111,00","75760,00",45,1
831355033,"715,00","4491,00","39602,00",42,0
862835965,"1246,00","8008,00","51833,00",25,0
824037225,"737,00","7213,00","87212,00",70,1
866489103,"1186,00","7571,00","29537,00",40,1
831084510,"1467,00","4940,00","96347,00",48,0
717731690,"321,00","3342,00","90999,00",45,1
781691290,"484,00","9663,00","41156,00",40,1
786160324,"1218,00","5777,00","86590,00",40,1
863377891,"243,00","5910,00","71930,00",40,1
733316606,"1108,00","9665,00","42022,00",20,0
790917850,"414,00","704,00","67296,00",40,1
789508812,"83,00","5085,00","14157,00",40,0
818494792,"798,00","7566,00","56781,00",50,1
806158444,"288,00","1143,00","18967,00",54,1
744481972,"1194,00","7984,00","89607,00",30,0
816361425,"136,00","9343,00","97767,00",12,1
826933506,"962,00","6004,00","86321,00",60,1
710744050,"1499,00","9259,00","99545,00",40,1
778322464,"1143,00","9627,00","94888,00",38,0
875135459,"1399,00","638,00","69531,00",30,1
720140888,"159,00","5084,00","74405,00",45,0
728766734,"349,00","3252,00","80714,00",40,0
859697155,"481,00","9067,00","66302,00",40,1
887461889,"677,00","9268,00","75608,00",40,1
888941223,"358,00","8704,00","83704,00",35,0
799553230,"553,00","5351,00","19158,00",60,1
812674216,"71,00","6991,00","67449,00",45,1
860103712,"614,00","1477,00","42982,00",40,0
783440188,"1232,00","1824,00","17713,00",20,1
801646331,"812,00","6209,00","15757,00",66,1
873260856,"925,00","2759,00","50449,00",40,0
740376714,"674,00","9948,00","35020,00",40,1
746792850,"1418,00","512,00","50176,00",48,1
782004242,"564,00","7039,00","27057,00",30,0
843218377,"1445,00","8554,00","6559,00",30,1
770850144,"1203,00","8282,00","62496,00",48,0
830107404,"270,00","3554,00","45518,00",35,1
711973215,"971,00","8900,00","11119,00",35,0
894620592,"1264,00","5662,00","12199,00",60,1
874925335,"1412,00","4791,00","61979,00",40,1
896889208,"515,00","757,00","28473,00",45,0
868135249,"1215,00","6265,00","99907,00",40,1
866470155,"188,00","3833,00","61766,00",33,1
776960367,"123,00","2794,00","56670,00",40,1
892812464,"14,00","5985,00","87308,00",50,0
811327960,"434,00","1587,00","20698,00",60,1
890195465,"930,00","1423,00","86375,00",40,1
788929367,"1092,00","4324,00","10900,00",40,0
830239689,"448,00","6159,00","53058,00",40,1
768579117,"679,00","9904,00","84742,00",40,0
782608329,"319,00","6169,00","94638,00",30,0
880175271,"683,00","1645,00","98652,00",32,0
816792017,"249,00","1016,00","46882,00",25,1
810393482,"275,00","7705,00","87593,00",56,1
852910646,"19,00","3875,00","77762,00",40,0
787635130,"230,00","6308,00","88506,00",35,0
743406044,"378,00","2209,00","59066,00",38,0
759775115,"1237,00","8243,00","32308,00",40,1
784595926,"1430,00","5027,00","51676,00",40,0
720987585,"399,00","8618,00","42528,00",28,1
839695854,"846,00","4524,00","91342,00",40,0
869563454,"833,00","6295,00","48776,00",80,1
873599547,"1097,00","7413,00","83494,00",32,1
870492080,"1028,00","1318,00","44562,00",26,0
803071682,"1168,00","6433,00","89053,00",12,0
761106847,"56,00","8946,00","85136,00",50,1
730809177,"1487,00","6194,00","78488,00",42,0
834860045,"85,00","56,00","79451,00",40,0
812949366,"862,00","1977,00","31271,00",60,1
729992597,"835,00","5407,00","65332,00",40,0
790054900,"211,00","1552,00","56799,00",40,0
852318458,"996,00","9794,00","33624,00",33,0
852517685,"934,00","1061,00","5261,00",40,0
893497719,"1266,00","8110,00","45406,00",40,1
801956065,"564,00","8039,00","16374,00",40,0
740096345,"419,00","662,00","64452,00",50,1
777913418,"1482,00","664,00","51712,00",38,0
779620138,"1376,00","9334,00","25172,00",28,1
739510050,"1078,00","9053,00","55155,00",47,0
725885440,"850,00","9015,00","60629,00",60,1
898286799,"707,00","5138,00","28884,00",40,1
838995181,"908,00","2516,00","6440,00",40,1
793065630,"903,00","4490,00","36228,00",45,1
889396205,"213,00","9396,00","48737,00",40,1
860122822,"92,00","9838,00","42266,00",55,1
798697644,"803,00","5024,00","68916,00",45,1
790331638,"327,00","9547,00","89600,00",40,0
722950921,"914,00","984,00","76991,00",30,0
765316712,"231,00","8636,00","31527,00",39,0
770874982,"1015,00","9670,00","35340,00",40,1
841329367,"552,00","7906,00","8406,00",35,0
767125785,"590,00","7714,00","10913,00",29,1
894884670,"407,00","2540,00","23407,00",50,1
779352496,"1178,00","5531,00","48378,00",45,1
878704968,"864,00","3070,00","35755,00",40,1
780774311,"810,00","4699,00","62544,00",40,1
758823765,"54,00","3580,00","87837,00",42,1
873796690,"679,00","4740,00","53106,00",38,0
840575887,"574,00","7503,00","75968,00",50,1
864334630,"275,00","4868,00","34432,00",45,1
847517774,"1356,00","5423,00","9857,00",30,0
863718292,"1173,00","839,00","25835,00",20,0
726093306,"505,00","412,00","90825,00",40,0
771143522,"1260,00","8783,00","22471,00",40,1
821218436,"1133,00","9752,00","72015,00",40,0
723541746,"245,00","5991,00","37293,00",40,0
843160161,"1468,00","1484,00","77434,00",40,0
713550506,"337,00","7490,00","17219,00",40,0
741514506,"821,00","5340,00","50605,00",35,1
895163336,"1317,00","8929,00","51014,00",40,1
863252370,"250,00","9711,00","99592,00",40,1
898945399,"1185,00","2961,00","42076,00",60,1
722333800,"963,00","4989,00","94681,00",30,1
845865265,"1489,00","2818,00","31000,00",40,0
800048528,"597,00","3566,00","48977,00",25,0
815383265,"1361,00","3193,00","18246,00",40,1
857906179,"31,00","3991,00","68911,00",40,1
727148587,"148,00","2432,00","41482,00",40,1
736581203,"980,00","1191,00","86208,00",55,1
727310873,"91,00","9340,00","91033,00",40,1
871248239,"547,00","2636,00","85293,00",45,1
823992885,"462,00","2977,00","35768,00",40,1
839880809,"1292,00","7043,00","69683,00",20,1
738969091,"214,00","412,00","89549,00",25,0
819113375,"752,00","4432,00","99392,00",35,1
884246210,"487,00","8713,00","45869,00",66,0
722590771,"905,00","4465,00","77282,00",50,1
736366076,"1165,00","6990,00","52471,00",40,1
787983605,"1103,00","1168,00","79099,00",40,1
774293856,"1279,00","8119,00","79677,00",40,1
737790644,"1450,00","2051,00","17293,00",40,0
728286274,"1413,00","9211,00","80917,00",45,1
820562335,"1185,00","5713,00","23014,00",30,1
819850030,"689,00","3755,00","53113,00",40,1
726271443,"526,00","5317,00","80565,00",8,1
772620650,"479,00","5790,00","96033,00",65,1
723360185,"1102,00","3553,00","36328,00",20,1
859661675,"605,00","9227,00","15714,00",40,1
874765476,"1370,00","4224,00","15581,00",35,1
796373875,"346,00","290,00","23273,00",40,1
723348703,"1339,00","4455,00","14603,00",40,1
865109132,"1221,00","2673,00","54654,00",35,1
889140678,"1384,00","1379,00","62241,00",45,1
796024502,"213,00","8014,00","17757,00",40,1
765289578,"99,00","6359,00","40095,00",40,0
760133471,"190,00","6058,00","54224,00",38,0
838327231,"877,00","5367,00","98260,00",36,0
739484421,"298,00","1902,00","10476,00",40,1
771229937,"709,00","4637,00","91189,00",50,1
813615861,"708,00","2233,00","45267,00",20,0
782752129,"129,00","8605,00","74615,00",10,1
781724309,"720,00","8653,00","88423,00",40,0
819786880,"1319,00","1172,00","33215,00",35,1
870279414,"893,00","7188,00","16982,00",35,0
865315137,"881,00","9341,00","13073,00",43,0
753201973,"405,00","6927,00","43046,00",12,1
745227528,"1238,00","9396,00","23288,00",30,1
736379466,"618,00","3206,00","51967,00",40,1
713447408,"699,00","2982,00","44716,00",40,1
883550928,"1162,00","7912,00","85713,00",40,1
704983307,"839,00","3348,00","82917,00",65,1
842893410,"573,00","9769,00","74217,00",50,1
777551802,"1036,00","8814,00","18489,00",35,1
782556742,"845,00","4814,00","36052,00",35,0
819120366,"643,00","1122,00","39972,00",25,1
871616630,"907,00","2921,00","19158,00",40,1
814131814,"694,00","4353,00","88101,00",65,1
816269058,"59,00","1905,00","49337,00",50,1
846420572,"781,00","5648,00","96148,00",60,1
748516289,"666,00","592,00","49631,00",42,0
711173834,"449,00","1033,00","34118,00",25,0
788167559,"394,00","5628,00","27175,00",30,0
829110453,"261,00","8639,00","27284,00",40,0
883890148,"592,00","865,00","66981,00",20,1
848855182,"791,00","1810,00","50877,00",50,1
863620315,"872,00","9985,00","51965,00",40,0
711908274,"816,00","6786,00","21955,00",40,1
770322780,"1364,00","2563,00","7238,00",40,0
790408297,"1302,00","3295,00","39781,00",50,0
760443423,"611,00","5916,00","74677,00",40,1
720942227,"1309,00","2756,00","73376,00",40,1
837127003,"1220,00","2684,00","48523,00",8,0
705979204,"26,00","2538,00","46730,00",18,1
769191057,"1302,00","9709,00","7600,00",40,0
774225489,"190,00","7438,00","81140,00",50,1
803903500,"1406,00","3187,00","12562,00",40,0
746576185,"721,00","1273,00","81879,00",40,1
763875381,"1473,00","8634,00","23769,00",28,0
787756780,"1060,00","3991,00","12426,00",40,1
876047086,"1120,00","432,00","15335,00",40,1
805712421,"1174,00","8532,00","74475,00",40,0
817136139,"504,00","2902,00","87768,00",40,1
839947866,"1079,00","8744,00","17159,00",44,1
781473214,"993,00","4174,00","24513,00",36,0
733104210,"1319,00","5865,00","74450,00",45,0
743449974,"474,00","1851,00","8648,00",40,1
761962145,"813,00","8740,00","13208,00",40,1
860533804,"1497,00","9426,00","89440,00",85,1
897794101,"238,00","8121,00","55417,00",50,1
859789888,"626,00","8807,00","59629,00",45,0
832681467,"27,00","843,00","90993,00",40,0
790036616,"775,00","3751,00","43005,00",40,1
837326151,"1141,00","6724,00","81087,00",40,1
875215554,"142,00","3460,00","16165,00",53,1
874400962,"666,00","2688,00","6869,00",40,1
847477855,"1093,00","4549,00","68752,00",20,1
775108343,"1416,00","1674,00","38544,00",40,1
899195516,"392,00","2792,00","63908,00",20,1
768984579,"754,00","1490,00","11431,00",40,0
703042882,"616,00","5799,00","91113,00",50,1
839854971,"155,00","3142,00","77601,00",38,0
893032619,"970,00","1618,00","90902,00",44,1
844096787,"1158,00","2757,00","47279,00",24,0
764625349,"1211,00","1360,00","66613,00",45,1
879009582,"1010,00","3447,00","60332,00",40,1
879584267,"1097,00","1584,00","54233,00",45,1
715258786,"60,00","7273,00","91007,00",40,0
895060220,"768,00","2402,00","14334,00",40,0
822307028,"1155,00","5447,00","24095,00",45,1
873539561,"346,00","3154,00","30128,00",40,1
811860227,"942,00","1369,00","16035,00",80,1
870961631,"57,00","9868,00","89860,00",40,1
822140766,"270,00","3947,00","24680,00",55,1
797835505,"1103,00","8520,00","83280,00",40,1
763890502,"235,00","2495,00","11528,00",20,0
859001730,"982,00","8922,00","53264,00",40,1
874159568,"1231,00","2571,00","53840,00",15,0
811364929,"565,00","4655,00","5910,00",45,1
881036189,"872,00","9318,00","52959,00",40,1
848161972,"438,00","1303,00","93617,00",60,1
704525475,"312,00","9751,00","87269,00",29,1
888949006,"1469,00","4786,00","34826,00",50,0
716924279,"441,00","3239,00","11937,00",56,0
795433745,"920,00","3190,00","34733,00",40,1
799522738,"114,00","3968,00","40114,00",44,1
766617554,"1060,00","3468,00","60334,00",40,0
778673523,"1438,00","6041,00","76677,00",20,1
817640376,"93,00","757,00","79740,00",25,0
748715194,"1139,00","182,00","57360,00",40,1
893560718,"1016,00","5111,00","84602,00",40,1
815549056,"370,00","6664,00","24951,00",35,1
893497973,"1118,00","2928,00","85238,00",45,1
774607460,"1422,00","6530,00","10904,00",50,0
816685759,"1037,00","8344,00","53623,00",40,1
800398255,"198,00","8577,00","13624,00",60,1
827727852,"1344,00","1029,00","19609,00",45,1
829773038,"334,00","2763,00","58809,00",40,1
864533224,"1239,00","8913,00","61537,00",40,0
703678689,"666,00","8076,00","7702,00",40,1
872978622,"1167,00","7985,00","94190,00",35,0
756670305,"1090,00","9681,00","55125,00",40,1
894376871,"303,00","1942,00","53623,00",40,0
852271680,"727,00","3002,00","97568,00",40,1
805511257,"1151,00","5536,00","70681,00",40,1
725875127,"797,00","1857,00","60834,00",32,0
819652154,"103,00","348,00","84796,00",40,0
863907955,"1384,00","797,00","80343,00",40,1
807045843,"1069,00","6510,00","23331,00",15,1
895216695,"841,00","4296,00","97745,00",21,0
844428361,"1378,00","9930,00","38916,00",40,1
852914585,"251,00","4629,00","55469,00",40,1
817864068,"514,00","644,00","60008,00",60,1
765310911,"25,00","7413,00","92802,00",44,1
797459815,"354,00","3266,00","30716,00",40,0
814125273,"122,00","6390,00","60331,00",40,1
895206634,"188,00","6648,00","47337,00",40,1
846243635,"1487,00","3622,00","39991,00",35,1
880421791,"1448,00","3902,00","91541,00",40,1
809178819,"1007,00","5760,00","9309,00",65,1
736200322,"984,00","254,00","81647,00",35,0
795663649,"822,00","3229,00","36068,00",60,1
723257275,"215,00","9528,00","62509,00",50,1
803063451,"767,00","5268,00","93863,00",40,1
705994579,"506,00","7861,00","9443,00",48,1
740303288,"1270,00","6861,00","24524,00",40,1
874130821,"308,00","7846,00","94087,00",55,1
728647491,"1331,00","2285,00","57183,00",40,1
849482895,"1164,00","8015,00","88634,00",45,1
850952324,"298,00","6644,00","94651,00",55,1
742306156,"272,00","1668,00","14359,00",40,1
793069644,"973,00","227,00","24659,00",50,1
858929539,"414,00","8493,00","74638,00",30,0
805168529,"962,00","8576,00","39234,00",6,0
759334589,"215,00","376,00","59643,00",38,0
782245021,"323,00","2911,00","80766,00",25,0
820017468,"451,00","5004,00","88973,00",50,0
742516230,"793,00","4076,00","30250,00",50,1
727261365,"1147,00","3387,00","5291,00",40,1
768375807,"1340,00","7943,00","9080,00",50,1
765278672,"1382,00","8654,00","21736,00",25,0
893881876,"1427,00","9593,00","92063,00",99,1
782127666,"702,00","7466,00","61856,00",40,0
780238301,"1160,00","7316,00","20006,00",40,1
826563372,"1285,00","3225,00","13812,00",50,1
849423511,"296,00","9320,00","20911,00",40,1
716866073,"1167,00","3837,00","26914,00",40,0
857150887,"709,00","5977,00","65276,00",45,1
897149930,"1077,00","45,00","54397,00",40,1
818968916,"614,00","7549,00","28010,00",50,1
779757799,"764,00","2915,00","86089,00",45,1
874910242,"1462,00","2008,00","24606,00",4,1
789292577,"27,00","7781,00","59754,00",42,0
834184818,"803,00","4024,00","41347,00",40,1
892940103,"658,00","4186,00","72929,00",40,0
805616013,"400,00","5314,00","67845,00",40,0
704449360,"497,00","6818,00","49882,00",60,1
843597578,"246,00","7762,00","78212,00",40,0
720022804,"299,00","6255,00","51421,00",50,1
853186894,"1214,00","5186,00","10654,00",40,1
821128097,"193,00","3074,00","50952,00",56,1
859553451,"376,00","2240,00","6691,00",99,1
752693056,"484,00","7435,00","27006,00",40,1
792503906,"443,00","997,00","13206,00",50,1
749233379,"905,00","4072,00","78125,00",40,0
730464397,"119,00","7585,00","24760,00",40,0
783257735,"559,00","342,00","87008,00",40,1
832499483,"1019,00","4395,00","74485,00",40,0
899992987,"178,00","874,00","95475,00",27,0
732193145,"627,00","3491,00","95231,00",30,0
783393392,"693,00","4961,00","69424,00",30,0
822143789,"958,00","5865,00","24663,00",35,1
876987376,"1018,00","3093,00","12411,00",70,1
799189151,"1470,00","9903,00","18657,00",40,1
718943664,"699,00","3350,00","30013,00",28,1
823162496,"1060,00","3249,00","9612,00",40,0
806501299,"369,00","620,00","84075,00",30,1
848994792,"627,00","1246,00","24366,00",60,1
796424710,"1056,00","5773,00","11559,00",40,0
784453029,"1389,00","4966,00","64853,00",35,1
894361777,"768,00","4922,00","66738,00",32,1
892998986,"1024,00","3938,00","32049,00",15,0
858969275,"1352,00","2400,00","81143,00",40,1
870549197,"1106,00","6027,00","91330,00",40,0
821622134,"395,00","4800,00","68329,00",40,1
871823317,"752,00","6225,00","67856,00",45,0
727760475,"1179,00","6940,00","76134,00",35,0
720116786,"1092,00","662,00","12071,00",50,1
872896932,"487,00","6382,00","33642,00",40,1
805483371,"930,00","4038,00","79664,00",50,1
819576571,"1154,00","8543,00","17498,00",40,0
740345710,"791,00","1428,00","92301,00",40,1
728848126,"889,00","4756,00","63817,00",40,0
706476032,"136,00","6448,00","71099,00",40,1
761888481,"1198,00","6185,00","59817,00",40,1
879236871,"682,00","966,00","20671,00",40,1
848267971,"1082,00","5136,00","55092,00",40,1
768201115,"540,00","9590,00","43081,00",44,1
774021877,"856,00","5327,00","86270,00",40,1
760164970,"1215,00","9259,00","71258,00",40,1
715399526,"608,00","4777,00","32772,00",25,0
811633611,"68,00","8444,00","59998,00",40,1
886216245,"21,00","117,00","13556,00",11,0
811731095,"907,00","6172,00","64499,00",41,1
734580970,"771,00","2893,00","82701,00",50,0
849920652,"456,00","1751,00","45249,00",48,1
827983436,"224,00","5681,00","76497,00",40,1
880801821,"402,00","6374,00","40614,00",40,0
816995224,"1052,00","4824,00","64400,00",48,1
713585012,"730,00","6530,00","77671,00",64,0
832988620,"313,00","4063,00","89772,00",50,1
777764408,"725,00","1283,00","56098,00",38,0
723251623,"646,00","8363,00","52368,00",50,0
768274907,"440,00","5129,00","66407,00",40,1
879746861,"108,00","4332,00","24901,00",80,1
870410427,"812,00","617,00","12612,00",35,1
800721887,"1253,00","4736,00","34780,00",40,1
852507578,"1380,00","9578,00","42047,00",40,1
815748855,"38,00","2003,00","79267,00",40,0
816492945,"1023,00","4308,00","58129,00",55,1
885997666,"462,00","4060,00","67131,00",50,1
864611950,"14,00","5111,00","81292,00",40,1
797199626,"103,00","5485,00","50537,00",55,0
804885335,"1305,00","4097,00","47327,00",40,1
830532520,"56,00","5277,00","47056,00",40,1
736083567,"1045,00","7176,00","61117,00",40,1
717374380,"1387,00","7556,00","39491,00",40,1
861402375,"1486,00","2944,00","32226,00",24,1
751476345,"670,00","3551,00","95787,00",40,1
842822687,"488,00","3971,00","26312,00",24,0
793665935,"464,00","8000,00","66756,00",45,1
867727389,"1461,00","9543,00","44618,00",24,0
709905623,"1256,00","3871,00","31325,00",45,1
826234340,"172,00","9615,00","51368,00",65,1
836718534,"1239,00","9524,00","19515,00",16,1
740521705,"800,00","4696,00","19263,00",40,1
875098151,"271,00","8262,00","48602,00",40,1
722926884,"81,00","1446,00","69070,00",15,1
734613129,"927,00","2779,00","47727,00",40,1
722675756,"316,00","6072,00","90878,00",36,1
746196297,"913,00","5370,00","42428,00",43,0
834753498,"1022,00","8587,00","93680,00",50,1
750889495,"689,00","7935,00","45851,00",40,0
749793833,"349,00","7972,00","53724,00",38,1
871548050,"1297,00","5435,00","70167,00",45,1
710198719,"1014,00","7935,00","61387,00",60,1
757260966,"1378,00","9600,00","30517,00",50,1
772387313,"301,00","3116,00","10156,00",45,0
731210470,"623,00","726,00","62565,00",40,0
753620171,"561,00","8045,00","39711,00",70,1
700197693,"45,00","9099,00","36970,00",45,1
737884094,"1489,00","4178,00","88672,00",40,1
829545521,"1306,00","1333,00","58192,00",40,1
730613135,"120,00","974,00","25743,00",48,1
835124947,"735,00","3127,00","7465,00",50,1
866444649,"680,00","3829,00","23012,00",16,1
782533495,"1485,00","8893,00","39423,00",8,1
795773762,"1200,00","7102,00","40556,00",20,0
752802893,"1164,00","621,00","98167,00",40,1
890708034,"259,00","3377,00","41497,00",55,0
878374576,"331,00","6313,00","5825,00",45,0
833394248,"459,00","8177,00","33779,00",40,0
769525006,"1231,00","308,00","77363,00",40,1
871973936,"936,00","1750,00","70167,00",40,0
840144444,"951,00","9829,00","59249,00",48,1
872131330,"1091,00","9409,00","83186,00",40,1
856092262,"666,00","9872,00","57111,00",35,1
853959677,"185,00","8530,00","94444,00",40,1
725715079,"1449,00","849,00","33774,00",25,0
711447068,"1349,00","2278,00","44255,00",50,1
740090755,"315,00","3901,00","12667,00",40,0
770153908,"666,00","7010,00","36814,00",35,0
862847256,"177,00","8948,00","8045,00",60,1
880628926,"523,00","5920,00","63969,00",40,1
731820639,"1121,00","1878,00","69231,00",45,0
881921531,"85,00","5864,00","77602,00",40,1
836306560,"856,00","4112,00","47316,00",56,0
840453735,"563,00","6462,00","6634,00",45,1
796294579,"430,00","9351,00","83770,00",10,1
791897201,"772,00","874,00","97168,00",40,1
819050032,"114,00","5857,00","92839,00",40,0
733068111,"268,00","446,00","52288,00",40,0
822044257,"644,00","5113,00","60785,00",17,1
750837582,"630,00","1416,00","15839,00",20,0
770975826,"1001,00","9218,00","21984,00",55,1
787415617,"1124,00","636,00","85179,00",60,1
722043794,"285,00","4743,00","65029,00",24,0
755985312,"700,00","9911,00","42591,00",40,1
816423747,"666,00","2759,00","8681,00",60,1
895548857,"857,00","9929,00","41034,00",40,1
742879171,"661,00","6168,00","76250,00",40,1
825130520,"728,00","6273,00","49904,00",36,0
855559563,"197,00","1735,00","45505,00",60,1
889422376,"570,00","1803,00","27218,00",20,0
755363180,"100,00","6057,00","21104,00",40,1
822938421,"251,00","3575,00","90394,00",40,0
764971596,"1258,00","341,00","70844,00",50,1
868270182,"245,00","3842,00","24497,00",40,0
753115647,"476,00","6778,00","10399,00",40,1
714744474,"1399,00","5566,00","55627,00",40,1
799253219,"465,00","552,00","27281,00",40,0
753429427,"562,00","4210,00","47992,00",45,1
895199026,"88,00","2455,00","35808,00",40,0
727901314,"1461,00","1493,00","89141,00",40,1
818040216,"17,00","1525,00","55357,00",40,0
880479666,"1083,00","9627,00","32947,00",20,1
794719754,"1267,00","9173,00","79182,00",40,1
811894456,"895,00","8745,00","68980,00",40,1
731917415,"1180,00","2713,00","55491,00",40,1
877824864,"567,00","7435,00","23219,00",40,1
777376080,"79,00","8824,00","59482,00",40,1
805826694,"438,00","9236,00","45060,00",40,0
885804085,"1078,00","5915,00","64868,00",55,1
726353162,"455,00","3587,00","61916,00",40,1
712253420,"805,00","8241,00","82284,00",48,0
845503809,"943,00","1177,00","83423,00",45,1
779873131,"152,00","6325,00","30601,00",40,1
746567242,"802,00","3069,00","74290,00",40,1
751738527,"1137,00","5299,00","29645,00",50,1
772237077,"1160,00","3880,00","72888,00",46,1
765754287,"1148,00","308,00","65456,00",25,0
717585918,"883,00","9153,00","47968,00",40,1
708244189,"785,00","1476,00","93986,00",40,0
841610898,"1174,00","9612,00","89770,00",15,0
749716868,"269,00","8125,00","77863,00",75,1
796675388,"1287,00","3158,00","49741,00",60,1
842506334,"1441,00","6002,00","63409,00",8,0
872846577,"160,00","3133,00","83245,00",40,1
884722943,"1335,00","3100,00","83878,00",53,1
778476415,"1298,00","6923,00","66483,00",40,0
741535929,"1345,00","181,00","17693,00",50,0
728026278,"873,00","6544,00","17531,00",45,0
739687137,"862,00","4827,00","35092,00",40,1
709851523,"577,00","6082,00","85421,00",70,1
723878151,"1441,00","1709,00","68900,00",40,0
865323777,"166,00","4321,00","17384,00",50,1
896974525,"1233,00","2964,00","38402,00",35,1
759284072,"59,00","3413,00","95726,00",48,0
825651778,"949,00","7913,00","23260,00",40,0
871521610,"748,00","1019,00","20466,00",55,1
748113433,"979,00","9830,00","40796,00",40,1
729018913,"1130,00","8017,00","79473,00",40,1
892912059,"865,00","3688,00","46697,00",48,0
746476989,"874,00","2021,00","38894,00",25,0
832895304,"1148,00","4627,00","5178,00",40,0
893642162,"773,00","7901,00","45236,00",20,0
834200488,"790,00","4640,00","14966,00",25,0
885831559,"770,00","5918,00","52771,00",55,1
798478980,"426,00","9407,00","91450,00",19,0
750555351,"313,00","653,00","27072,00",40,1
871715409,"349,00","8420,00","96020,00",40,1
788143117,"343,00","5635,00","20696,00",25,0
742812233,"1485,00","7113,00","35816,00",30,0
775807166,"95,00","9315,00","10317,00",25,1
870357545,"1347,00","7585,00","6792,00",36,0
898749933,"923,00","4264,00","81166,00",37,1
750628521,"1185,00","4968,00","70492,00",40,1
793003669,"69,00","8340,00","48544,00",40,1
720974962,"1460,00","5437,00","19162,00",45,1
895061382,"643,00","688,00","64444,00",40,1
830472419,"611,00","2302,00","90614,00",35,1
883525770,"1156,00","7540,00","73136,00",40,1
707452195,"1425,00","2242,00","75336,00",28,0
716601293,"179,00","9586,00","21803,00",40,1
817652328,"272,00","495,00","65332,00",40,0
893040551,"84,00","306,00","13275,00",32,1
796858645,"730,00","3007,00","56437,00",25,1
